Job Title,Company Name,Company Location,Job Time,Job Location,Posting Date,Requirement,Job URL,Speciality,skills,skills_text,cleaned_skills,cleaned_skills_v2,cleaned_skills_text_v2
Customer Service Technical Support Agent (Fluent English Speaker),3D Diagnostix ,"Maadi, Cairo, Egypt",Full Time,On-site,1 month ago,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Installation/Maintenance/Repair · IT/Software Development · Customer Service · Customer Care · Telecommunication · English · Support · Support agent · English fluency,https://wuzzuf.net/jobs/p/0zhfh8siiaol-customer-service-technical-support-agent-fluent-english-speaker-3d-diagnostix-cairo-egypt,Quality Control,"['entry level', 'customer service/support', 'installation/maintenance/repair', 'it/software development', 'customer service', 'customer care', 'telecommunication', 'english', 'support', 'support agent', 'english fluency']",entry level customer service/support installation/maintenance/repair it/software development customer service customer care telecommunication english support support agent english fluency,entry level customer service/support it/software development service care telecommunication english support agent fluency,"['customer service', 'customer care', 'telecommunication', 'english', 'support', 'support agent', 'english fluency']",customer service customer care telecommunication english support support agent english fluency
Sales Engineer,al-massagroup ,"Nasr City, Cairo, Egypt",Full Time,On-site,1 month ago,Entry Level · 2 - 8 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Mechanical/Electrical · Negotiation · Technical Sales · Problem Solving · Contract Management · Team Collaboration · Electrical Engineering · Customer Relationship Manag,https://wuzzuf.net/jobs/p/lyzjg1fmeobu-sales-engineer-al-massagroup-cairo-egypt,Full Stack,"['entry level', 'it/software development', 'sales/retail', 'engineering - mechanical/electrical', 'negotiation', 'technical sales', 'problem solving', 'contract management', 'team collaboration', 'electrical engineering', 'customer relationship manag']",entry level it/software development sales/retail engineering - mechanical/electrical negotiation technical sales problem solving contract management team collaboration electrical engineering customer relationship manag,entry level it/software development mechanical/electrical negotiation technical sales problem solving contract management team collaboration electrical customer relationship manag,"['engineering - mechanical/electrical', 'negotiation', 'technical sales', 'problem solving', 'contract management', 'team collaboration', 'electrical engineering', 'customer relationship manag']",engineering - mechanical/electrical negotiation technical sales problem solving contract management team collaboration electrical engineering customer relationship manag
IT Sales Executive,Trust Information Technology  ,"6th of October, Giza, Egypt",Full Time,On-site,1 month ago,Experienced · 1 - 3 Yrs of Exp · Business Development · IT/Software Development · Sales/Retail · business · B2B · IT · Sales · Sales Executive · Sales Target · sales sk,https://wuzzuf.net/jobs/p/jve1gpxcdzg8-it-sales-executive-trust-information-technology-giza-egypt,Full Stack,"['experienced', 'business development', 'it/software development', 'sales/retail', 'business', 'b2b', 'sales', 'sales executive', 'sales target', 'sales sk']",experienced business development it/software development sales/retail business b2b sales sales executive sales target sales sk,business development it/software b2b sales executive target sk,"['business development', 'business', 'b2b', 'sales', 'sales executive', 'sales target', 'sales sk']",business development business b2b sales sales executive sales target sales sk
Software Quality Assurance Engineer,LavaLoon ,"Nasr City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Engineering · Software Quality · Software Quality Assurance (SQA) · DevOps · JIRA · Azure · Manual Testing,https://wuzzuf.net/jobs/p/3ccy9f5heyct-software-quality-assurance-engineer-lavaloon-cairo-egypt,Software Tester,"['experienced', 'it/software development', 'quality', 'software quality', 'software quality assurance (sqa)', 'devops', 'jira', 'azure', 'manual testing']",experienced it/software development quality software quality software quality assurance (sqa) devops jira azure manual testing,it/software development quality assurance sqa devops jira azure manual testing,"['quality', 'software quality', 'software quality assurance (sqa)', 'devops', 'jira', 'azure', 'manual testing']",quality software quality software quality assurance (sqa) devops jira azure manual testing
Senior ERP Consultant,LavaLoon ,"Nasr City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · ERPNext Implementation · Systems Integration · User Training & Support · Problem Solving · Agile Methodologies · ERP Sy,https://wuzzuf.net/jobs/p/cylopwvomlpj-senior-erp-consultant-lavaloon-cairo-egypt,Backend,"['experienced', 'it/software development', 'erpnext implementation', 'systems integration', 'user training  support', 'problem solving', 'agile methodologies', 'erp sy']",experienced it/software development erpnext implementation systems integration user training  support problem solving agile methodologies erp sy,it/software development erpnext implementation systems integration user training support problem solving agile methodologies erp sy,"['erpnext implementation', 'systems integration', 'user training  support', 'problem solving', 'agile methodologies', 'erp sy']",erpnext implementation systems integration user training  support problem solving agile methodologies erp sy
Senior Software Sales,LavaLoon ,"Nasr City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · ERP Software · Oracle · SaaS · Odoo · Agile Software · CRM · Software Sales · ERP Sales · Business Develop,https://wuzzuf.net/jobs/p/zovoy8lewkxg-senior-software-sales-lavaloon-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'erp software', 'oracle', 'saas', 'odoo', 'agile software', 'crm', 'software sales', 'erp sales', 'business develop']",experienced it/software development erp software oracle saas odoo agile software crm software sales erp sales business develop,it/software development erp oracle saas odoo agile crm sales business develop,"['erp software', 'oracle', 'saas', 'odoo', 'agile software', 'crm', 'software sales', 'erp sales', 'business develop']",erp software oracle saas odoo agile software crm software sales erp sales business develop
Service Desk Engineer (Alexandria),Arma-HSA ,"Alexandria, Egypt",Full Time,On-site,1 month ago,Entry Level · 1 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Technical troubleshooting · Network fundamentals · Computer Science · IT · MCSA · CCNA,https://wuzzuf.net/jobs/p/s3fededrwkuv-service-desk-engineer-alexandria-arma-hsa-alexandria-egypt,Backend,"['entry level', 'it/software development', 'technical troubleshooting', 'network fundamentals', 'computer science', 'mcsa', 'ccna']",entry level it/software development technical troubleshooting network fundamentals computer science mcsa ccna,entry level it/software development technical troubleshooting network fundamentals computer science mcsa ccna,"['technical troubleshooting', 'network fundamentals', 'computer science', 'mcsa', 'ccna']",technical troubleshooting network fundamentals computer science mcsa ccna
Sales Executive,ZTechnium ,"Nasr City, Cairo, Egypt",Full Time,Hybrid,1 month ago,Experienced · 3 - 5 Yrs of Exp · Business Development · Customer Service/Support · IT/Software Development · Account Management · Presentation Skills · Communication · Business Development · Digital Transformation Knowledge · Negotiation · Relationship Building,https://wuzzuf.net/jobs/p/7zw9hqd2ulb7-sales-executive-ztechnium-cairo-egypt,Full Stack,"['experienced', 'business development', 'customer service/support', 'it/software development', 'account management', 'presentation skills', 'communication', 'digital transformation knowledge', 'negotiation', 'relationship building']",experienced business development customer service/support it/software development account management presentation skills communication digital transformation knowledge negotiation relationship building,business development customer service/support it/software account management presentation skills communication digital transformation knowledge negotiation relationship building,"['business development', 'account management', 'presentation skills', 'communication', 'digital transformation knowledge', 'negotiation', 'relationship building']",business development account management presentation skills communication digital transformation knowledge negotiation relationship building
UI UX Designer,ZTechnium ,"Nasr City, Cairo, Egypt",Full Time,Remote,1 month ago,Experienced · 3 - 5 Yrs of Exp · R&D/Science · Creative/Design/Art · IT/Software Development · UX Design · Wireframing · User Research · Usability Testing · UI Design · Prototyping · Visual Design,https://wuzzuf.net/jobs/p/dzmhbmh9fqvc-ui-ux-designer-ztechnium-cairo-egypt,UI/UX,"['experienced', 'rd/science', 'creative/design/art', 'it/software development', 'ux design', 'wireframing', 'user research', 'usability testing', 'ui design', 'prototyping', 'visual design']",experienced rd/science creative/design/art it/software development ux design wireframing user research usability testing ui design prototyping visual design,rd/science creative/design/art it/software development ux design wireframing user research usability testing ui prototyping visual,"['rd/science', 'creative/design/art', 'ux design', 'wireframing', 'user research', 'usability testing', 'ui design', 'prototyping', 'visual design']",rd/science creative/design/art ux design wireframing user research usability testing ui design prototyping visual design
Backend Java Spring/ Spring Boot Developers,Al - Tadamun Microfinance Association ,"Dokki, Giza, Egypt",Full Time,On-site,1 month ago,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring Boot · Communication · Negotiation · Multitasking · Problem Solving · Back-End Develop,https://wuzzuf.net/jobs/p/zgde4rk6yy9x-backend-java-spring-spring-boot-developers-al-tadamun-microfinance-association-giza-egypt,Backend,"['entry level', 'it/software development', 'java', 'spring boot', 'communication', 'negotiation', 'multitasking', 'problem solving', 'back-end develop']",entry level it/software development java spring boot communication negotiation multitasking problem solving back-end develop,entry level it/software development java spring boot communication negotiation multitasking problem solving backend develop,"['java', 'spring boot', 'communication', 'negotiation', 'multitasking', 'problem solving', 'back-end develop']",java spring boot communication negotiation multitasking problem solving back-end develop
Oracle Database & Jasper Report Developer,Al - Tadamun Microfinance Association ,"Dokki, Giza, Egypt",Full Time,On-site,1 month ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · Jasper Reports · Oracle · Problem Solving · Communication · Multitasking · Problem Analy,https://wuzzuf.net/jobs/p/ostxm3lyhz1l-oracle-database-jasper-report-developer-al-tadamun-microfinance-association-giza-egypt,Backend,"['experienced', 'it/software development', 'sql', 'jasper reports', 'oracle', 'problem solving', 'communication', 'multitasking', 'problem analy']",experienced it/software development sql jasper reports oracle problem solving communication multitasking problem analy,it/software development sql jasper reports oracle problem solving communication multitasking analy,"['sql', 'jasper reports', 'oracle', 'problem solving', 'communication', 'multitasking', 'problem analy']",sql jasper reports oracle problem solving communication multitasking problem analy
Product Owner,ZTechnium ,"Nasr City, Cairo, Egypt",Full Time,Hybrid,1 month ago,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Communication · ownership · pspo · PMP · cspo · Project Management · Project · product own,https://wuzzuf.net/jobs/p/kwryh8wv6x8y-product-owner-ztechnium-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'project/program management', 'communication', 'ownership', 'pspo', 'pmp', 'cspo', 'project management', 'project', 'product own']",experienced it/software development project/program management communication ownership pspo pmp cspo project management project product own,it/software development project/program management communication ownership pspo pmp cspo project product own,"['project/program management', 'communication', 'ownership', 'pspo', 'pmp', 'cspo', 'project management', 'project', 'product own']",project/program management communication ownership pspo pmp cspo project management project product own
QA Engineer,Exco Egypt  ,"Cairo, Egypt",Full Time,Remote,1 month ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Security Testing · Automation · Cypress · Playwright · manual · Test Cases,https://wuzzuf.net/jobs/p/ofqc1zqcr6tb-qa-engineer-exco-egypt-cairo-egypt,Software Tester,"['experienced', 'it/software development', 'quality', 'software testing', 'security testing', 'automation', 'cypress', 'playwright', 'manual', 'test cases']",experienced it/software development quality software testing security testing automation cypress playwright manual test cases,it/software development quality testing security automation cypress playwright manual test cases,"['quality', 'software testing', 'security testing', 'automation', 'cypress', 'playwright', 'manual', 'test cases']",quality software testing security testing automation cypress playwright manual test cases
Mid-Level Full Stack Engineer,Exco Egypt  ,"Cairo, Egypt",Full Time,Remote,1 month ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Web Development · Docker · Microservices · Redis · MERN · MongoDB · Express.js · Reac,https://wuzzuf.net/jobs/p/xlcbejipfwha-mid-level-full-stack-engineer-exco-egypt-cairo-egypt,Full Stack,"['experienced', 'it/software development', 'web development', 'docker', 'microservices', 'redis', 'mern', 'mongodb', 'express.js', 'reac']",experienced it/software development web development docker microservices redis mern mongodb express.js reac,it/software development web docker microservices redis mern mongodb express.js reac,"['web development', 'docker', 'microservices', 'redis', 'mern', 'mongodb', 'express.js', 'reac']",web development docker microservices redis mern mongodb express.js reac
Senior Full Stack Engineer,Exco Egypt  ,"Cairo, Egypt",Full Time,Remote,1 month ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Web Development · cloud · microservices · message queues · Node.js · Express.js · MongoDB,https://wuzzuf.net/jobs/p/kaxf8kkfwv2i-senior-full-stack-engineer-exco-egypt-cairo-egypt,Backend,"['experienced', 'it/software development', 'docker', 'web development', 'cloud', 'microservices', 'message queues', 'node.js', 'express.js', 'mongodb']",experienced it/software development docker web development cloud microservices message queues node.js express.js mongodb,it/software development docker web cloud microservices message queues node.js express.js mongodb,"['docker', 'web development', 'cloud', 'microservices', 'message queues', 'node.js', 'express.js', 'mongodb']",docker web development cloud microservices message queues node.js express.js mongodb
Quality Assurance Specialist,Etisalat Egypt ,"Maadi, Cairo, Egypt",Full Time,On-site,1 month ago,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Software Testing · Test Case Development · Defect Tracking · Analytical Thinking · Problem Solving · Communicatio,https://wuzzuf.net/jobs/p/d4mb7rdhpr5a-quality-assurance-specialist-etisalat-egypt-cairo-egypt,Software Tester,"['entry level', 'it/software development', 'quality', 'quality assurance', 'software testing', 'test case development', 'defect tracking', 'analytical thinking', 'problem solving', 'communication']",entry level it/software development quality quality assurance software testing test case development defect tracking analytical thinking problem solving communication,entry level it/software development quality assurance testing test case defect tracking analytical thinking problem solving communication,"['quality', 'quality assurance', 'software testing', 'test case development', 'defect tracking', 'analytical thinking', 'problem solving', 'communication']",quality quality assurance software testing test case development defect tracking analytical thinking problem solving communication
Data Management Specialist,ariika ,"New Cairo, Cairo, Egypt",Full Time,On-site,1 month ago,Manager · 5 - 10 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Data Management · Data Governance · Data Analysis · Database Management · Project Management · Problem Solving,https://wuzzuf.net/jobs/p/tv8vcid0pi4b-data-management-specialist-ariika-cairo-egypt,Data Analysis,"['manager', 'administration', 'it/software development', 'data management', 'data governance', 'data analysis', 'database management', 'project management', 'problem solving']",manager administration it/software development data management data governance data analysis database management project management problem solving,administration it/software development data management governance analysis database project problem solving,"['administration', 'data management', 'data governance', 'data analysis', 'database management', 'project management', 'problem solving']",administration data management data governance data analysis database management project management problem solving
Business Development Manager,ITGoals ,"New Cairo, Cairo, Egypt",Full Time,On-site,1 month ago,Manager · 5+ Yrs of Exp · Business Development · IT/Software Development · Sales · Business Develop,https://wuzzuf.net/jobs/p/dtfjr6521bxy-business-development-manager-itgoals-cairo-egypt,Full Stack,"['manager', 'business development', 'it/software development', 'sales', 'business develop']",manager business development it/software development sales business develop,business development it/software sales develop,"['business development', 'sales', 'business develop']",business development sales business develop
IT Specialist,Dakahlia Group ,"Mit Ghamr, Dakahlia, Egypt",Full Time,On-site,1 month ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Network Administration · System Troubleshooting · Hardware Installation · Software Configuration · IT Security · Technical Suppor,https://wuzzuf.net/jobs/p/dxh5fniivxeb-it-specialist-dakahlia-group-dakahlia-egypt,Backend,"['entry level', 'it/software development', 'network administration', 'system troubleshooting', 'hardware installation', 'software configuration', 'it security', 'technical suppor']",entry level it/software development network administration system troubleshooting hardware installation software configuration it security technical suppor,entry level it/software development network administration system troubleshooting hardware installation configuration security technical suppor,"['network administration', 'system troubleshooting', 'hardware installation', 'software configuration', 'it security', 'technical suppor']",network administration system troubleshooting hardware installation software configuration it security technical suppor
.NET Full Stack Developer,Confidential ,"Nasr City, Cairo, Egypt",Full Time,Hybrid,1 month ago,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .NET Core · C# · ASP.NET · Entity Framework · Angular · React · JavaScript · SQL Serv,https://wuzzuf.net/jobs/p/7ugrejdmgmff-net-full-stack-developer-cairo-egypt,Full Stack,"['experienced', 'it/software development', '.net core', 'c', 'asp.net', 'entity framework', 'angular', 'react', 'javascript', 'sql serv']",experienced it/software development .net core c asp.net entity framework angular react javascript sql serv,it/software development .net core c asp.net entity framework angular react javascript sql serv,"['.net core', 'c', 'asp.net', 'entity framework', 'angular', 'react', 'javascript', 'sql serv']",.net core c asp.net entity framework angular react javascript sql serv
IT Specialist,Option Travel ,"Maadi, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 4 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Communication · Network Administratio,https://wuzzuf.net/jobs/p/mxze6xwo163b-it-specialist-option-travel-cairo-egypt,Backend,"['experienced', 'installation/maintenance/repair', 'it/software development', 'communication', 'network administratio']",experienced installation/maintenance/repair it/software development communication network administratio,it/software development communication network administratio,"['communication', 'network administratio']",communication network administratio
Senior React Native Developer,PentaValue   ,"Cairo, Egypt",Full Time,Hybrid,1 month ago,Experienced · 4+ Yrs of Exp · IT/Software Development · PHP Web Development · Laravel · Communication · Negotiation · Multitasking · Problem Solving,https://wuzzuf.net/jobs/p/2poyr8sskogd-senior-react-native-developer-pentavalue-cairo-egypt,Backend,"['experienced', 'it/software development', 'php web development', 'laravel', 'communication', 'negotiation', 'multitasking', 'problem solving']",experienced it/software development php web development laravel communication negotiation multitasking problem solving,it/software development php web laravel communication negotiation multitasking problem solving,"['php web development', 'laravel', 'communication', 'negotiation', 'multitasking', 'problem solving']",php web development laravel communication negotiation multitasking problem solving
Sales Specialist – ERP Solutions,Big Silly Bug ,"Maadi, Cairo, Egypt",Full Time,Remote,1 month ago,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Sales/Retail · ERP · Odoo ERP · Odoo Development · Odoo · ERP System · ERP Software · ERP Applications · ERP Solutions,https://wuzzuf.net/jobs/p/7dvfhctsknuf-sales-specialist-erp-solutions-big-silly-bug-cairo-egypt,Full Stack,"['entry level', 'it/software development', 'sales/retail', 'erp', 'odoo erp', 'odoo development', 'odoo', 'erp system', 'erp software', 'erp applications', 'erp solutions']",entry level it/software development sales/retail erp odoo erp odoo development odoo erp system erp software erp applications erp solutions,entry level it/software development erp odoo system applications solutions,"['erp', 'odoo erp', 'odoo development', 'odoo', 'erp system', 'erp software', 'erp applications', 'erp solutions']",erp odoo erp odoo development odoo erp system erp software erp applications erp solutions
Senior Odoo consultant,Flojics ,"Cairo, Egypt",Full Time,Remote,1 month ago,Experienced · 3 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Odoo · ERP · Odoo ERP · Odoo Development · Accounting,https://wuzzuf.net/jobs/p/orucajueytqe-senior-odoo-consultant-flojics-cairo-egypt,Backend,"['experienced', 'accounting/finance', 'it/software development', 'odoo', 'erp', 'odoo erp', 'odoo development', 'accounting']",experienced accounting/finance it/software development odoo erp odoo erp odoo development accounting,accounting/finance it/software development odoo erp accounting,"['accounting/finance', 'odoo', 'erp', 'odoo erp', 'odoo development', 'accounting']",accounting/finance odoo erp odoo erp odoo development accounting
Software Project Manager,Confidential ,"Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 4 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Software Development · Software Project Management · Agile Software · Scrum · PMP · Certified ScrumMaster (CSM),https://wuzzuf.net/jobs/p/9dy52xtdelli-software-project-manager-cairo-egypt,Project Manager,"['experienced', 'engineering - construction/civil/architecture', 'it/software development', 'project/program management', 'project management', 'software project management', 'agile software', 'scrum', 'pmp', 'certified scrummaster (csm)']",experienced engineering - construction/civil/architecture it/software development project/program management project management software project management agile software scrum pmp certified scrummaster (csm),construction/civil/architecture it/software development project/program management project agile scrum pmp certified scrummaster csm,"['engineering - construction/civil/architecture', 'project/program management', 'project management', 'software project management', 'agile software', 'scrum', 'pmp', 'certified scrummaster (csm)']",engineering - construction/civil/architecture project/program management project management software project management agile software scrum pmp certified scrummaster (csm)
Product Owner,Flojics ,"Glim, Alexandria, Egypt",Full Time,Hybrid,1 month ago,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Product Development · Product Management · Product Design · Agile · JIRA · Kanban · Product Owner · Scrum · Product,https://wuzzuf.net/jobs/p/gua7voa5erh9-product-owner-flojics-alexandria-egypt,Full Stack,"['experienced', 'it/software development', 'product development', 'product management', 'product design', 'agile', 'jira', 'kanban', 'product owner', 'scrum', 'product']",experienced it/software development product development product management product design agile jira kanban product owner scrum product,it/software development product management design agile jira kanban owner scrum,"['product development', 'product management', 'product design', 'agile', 'jira', 'kanban', 'product owner', 'scrum', 'product']",product development product management product design agile jira kanban product owner scrum product
React Native & Supabase Lead Developer,Foozu ,"Cairo, Egypt",Full Time,Hybrid,1 month ago,Manager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · supabase · App store deployment · Tech Architect,https://wuzzuf.net/jobs/p/kqi71kikymkw-react-native-supabase-lead-developer-foozu-cairo-egypt,Frontend,"['manager', 'it/software development', 'react native', 'supabase', 'app store deployment', 'tech architect']",manager it/software development react native supabase app store deployment tech architect,it/software development react native supabase app store deployment tech architect,"['react native', 'supabase', 'app store deployment', 'tech architect']",react native supabase app store deployment tech architect
IT Executive,EFS Facilities Services  ,"Nasr City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Systems Administration · IT Infrastructure Management · Network Troubleshooting · Technical Support · Cybersecurity · Problem Solving · IT Policy Development · Cloud Computing,https://wuzzuf.net/jobs/p/r24ujdy6ejhr-it-executive-efs-facilities-services-cairo-egypt,Backend,"['experienced', 'it/software development', 'systems administration', 'it infrastructure management', 'network troubleshooting', 'technical support', 'cybersecurity', 'problem solving', 'it policy development', 'cloud computing']",experienced it/software development systems administration it infrastructure management network troubleshooting technical support cybersecurity problem solving it policy development cloud computing,it/software development systems administration infrastructure management network troubleshooting technical support cybersecurity problem solving policy cloud computing,"['systems administration', 'it infrastructure management', 'network troubleshooting', 'technical support', 'cybersecurity', 'problem solving', 'it policy development', 'cloud computing']",systems administration it infrastructure management network troubleshooting technical support cybersecurity problem solving it policy development cloud computing
Junior Web Developer ( Full stack ),EEC Group ,"Cairo, Egypt",Full Time,On-site,1 month ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Web Development · Full Stack Development · Front-End Development · Back-End Develop,https://wuzzuf.net/jobs/p/8oa2mdfwzxrr-junior-web-developer-full-stack-eec-group-cairo-egypt,Full Stack,"['entry level', 'it/software development', 'web development', 'full stack development', 'front-end development', 'back-end develop']",entry level it/software development web development full stack development front-end development back-end develop,entry level it/software development web full stack frontend backend develop,"['web development', 'full stack development', 'front-end development', 'back-end develop']",web development full stack development front-end development back-end develop
R&D Electrical Engineer,Firoz Group ,"Obour City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 3 - 5 Yrs of Exp · males_only · R&D/Science · IT/Software Development · Engineering - Mechanical/Electrical · Circuit Design · Communication · Electrical · Maintenance · Electrical Engineering · AutoCAD · Sheet Meta,https://wuzzuf.net/jobs/p/wttui8bm9nzh-rd-electrical-engineer-firoz-group-cairo-egypt,Backend,"['experienced', 'rd/science', 'it/software development', 'engineering - mechanical/electrical', 'circuit design', 'communication', 'electrical', 'maintenance', 'electrical engineering', 'autocad', 'sheet meta']",experienced rd/science it/software development engineering - mechanical/electrical circuit design communication electrical maintenance electrical engineering autocad sheet meta,rd/science it/software development mechanical/electrical circuit design communication electrical maintenance autocad sheet meta,"['rd/science', 'engineering - mechanical/electrical', 'circuit design', 'communication', 'electrical', 'maintenance', 'electrical engineering', 'autocad', 'sheet meta']",rd/science engineering - mechanical/electrical circuit design communication electrical maintenance electrical engineering autocad sheet meta
IT System Admin,Delta Egypt For Lighting  ,"Obour City, Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · System Admin · System Administration · IT · Network Administration · Networking,https://wuzzuf.net/jobs/p/67xnbwhxvu84-it-system-admin-delta-egypt-for-lighting-cairo-egypt,Backend,"['experienced', 'it/software development', 'computer science', 'system admin', 'system administration', 'network administration', 'networking']",experienced it/software development computer science system admin system administration network administration networking,it/software development computer science system admin administration network networking,"['computer science', 'system admin', 'system administration', 'network administration', 'networking']",computer science system admin system administration network administration networking
Senior IT Help Desk,EEC Group ,"Cairo, Egypt",Full Time,On-site,1 month ago,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Technical troubleshooting · Network administration · Windows and Mac OS support · ITSM too,https://wuzzuf.net/jobs/p/rvthsin8ugqv-senior-it-help-desk-eec-group-cairo-egypt,Quality Control,"['experienced', 'it/software development', 'technical troubleshooting', 'network administration', 'windows and mac os support', 'itsm too']",experienced it/software development technical troubleshooting network administration windows and mac os support itsm too,it/software development technical troubleshooting network administration windows and mac os support itsm too,"['technical troubleshooting', 'network administration', 'windows and mac os support', 'itsm too']",technical troubleshooting network administration windows and mac os support itsm too
Senior Front-End Developer ( Angular ),Youxel ,"Maadi, Cairo, Egypt",Full Time,Hybrid,1 month ago,Experienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Front-End Developer · JavaScript · Software Development · senior · Information Technology (IT) · develop,https://wuzzuf.net/jobs/p/jz7kxkzhnzld-senior-front-end-developer-angular-youxel-cairo-egypt,Frontend,"['experienced', 'it/software development', 'angular', 'computer science', 'front-end developer', 'javascript', 'senior', 'develop']",experienced it/software development angular computer science front-end developer javascript senior develop,it/software development angular computer science frontend developer javascript senior develop,"['angular', 'computer science', 'front-end developer', 'javascript', 'senior', 'develop']",angular computer science front-end developer javascript senior develop
Medical Coder (ICD-10-PCS / CPT) – Freelance Project,Confidential ,"Cairo, Egypt",Freelance / Project,Remote,1 month ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Medical/Healthcare · Pharmaceutical · medical coder · Medical · CPT · ICD-10-PCS · freelance · ICD-10-PCS coding · CPT coding,https://wuzzuf.net/jobs/p/toxbihmgliqi-medical-coder-icd-10-pcs-cpt-freelance-project-cairo-egypt,Quality Control,"['experienced', 'it/software development', 'medical/healthcare', 'pharmaceutical', 'medical coder', 'medical', 'cpt', 'icd-10-pcs', 'freelance', 'icd-10-pcs coding', 'cpt coding']",experienced it/software development medical/healthcare pharmaceutical medical coder medical cpt icd-10-pcs freelance icd-10-pcs coding cpt coding,it/software development medical/healthcare pharmaceutical medical coder cpt icd10pcs freelance coding,"['medical/healthcare', 'pharmaceutical', 'medical coder', 'medical', 'cpt', 'icd-10-pcs', 'freelance', 'icd-10-pcs coding', 'cpt coding']",medical/healthcare pharmaceutical medical coder medical cpt icd-10-pcs freelance icd-10-pcs coding cpt coding
Technology Specialist,Confidential ,"Maadi, Cairo, Egypt",Part Time,Hybrid,1 month ago,Entry Level · 0 - 2 Yrs of Exp · Administration · Creative/Design/Art · IT/Software Development · Problem-solving · Technical troubleshooting · Time management · Communication · Multitasking,https://wuzzuf.net/jobs/p/cvrzcqdrjiuv-technology-specialist-cairo-egypt,Full Stack,"['entry level', 'administration', 'creative/design/art', 'it/software development', 'problem-solving', 'technical troubleshooting', 'time management', 'communication', 'multitasking']",entry level administration creative/design/art it/software development problem-solving technical troubleshooting time management communication multitasking,entry level administration creative/design/art it/software development problemsolving technical troubleshooting time management communication multitasking,"['administration', 'creative/design/art', 'problem-solving', 'technical troubleshooting', 'time management', 'communication', 'multitasking']",administration creative/design/art problem-solving technical troubleshooting time management communication multitasking
Senior Software Sales Account Manager,Youxel ,"Maadi, Cairo, Egypt",Full Time,Hybrid,1 month ago,Manager · 5+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales skills · CRM Software · Engineering Services · Computer Science · account manager · Software Engineering · Marketing Communications,https://wuzzuf.net/jobs/p/zo8hrgibny89-senior-software-sales-account-manager-youxel-cairo-egypt,Full Stack,"['manager', 'it/software development', 'sales/retail', 'sales skills', 'crm software', 'engineering services', 'computer science', 'account manager', 'marketing communications']",manager it/software development sales/retail sales skills crm software engineering services computer science account manager marketing communications,it/software development sales skills crm services computer science account marketing communications,"['sales skills', 'crm software', 'engineering services', 'computer science', 'account manager', 'marketing communications']",sales skills crm software engineering services computer science account manager marketing communications
